Retailer,Retailer ID,Date,Region,State,Beverage Brand,Price per Unit,Units Sold,Revenue,Expenses,Date
BevCo,1197831,03 May 2022,South,Tennessee,Sprite,$0.30,"4,750","$1,425",$485,03 May 2022
BevCo,1197831,03 May 2022,South,Tennessee,Fanta,$0.35,"3,750","$1,313",$446,03 May 2022
BevCo,1197831,03 May 2022,South,Tennessee,Powerade,$0.40,"2,750","$1,100",$539,03 May 2022
BevCo,1197831,03 May 2022,South,Tennessee,Dasani Water,$0.35,"4,250","$1,488",$208,03 May 2022
BevCo,1197831,04 April 2022,South,Tennessee,Coca-Cola,$0.20,"6,750","$1,350",$189,04 April 2022
BevCo,1197831,04 April 2022,South,Tennessee,Diet Coke,$0.25,"6,750","$1,688",$253,04 April 2022
BevCo,1197831,04 April 2022,South,Tennessee,Sprite,$0.20,"5,000","$1,000",$240,04 April 2022
BevCo,1197831,04 April 2022,South,Tennessee,Fanta,$0.25,"4,000","$1,000",$190,04 April 2022
BevCo,1197831,04 April 2022,South,Tennessee,Powerade,$0.30,"3,000",$900,$414,04 April 2022
BevCo,1197831,04 April 2022,South,Tennessee,Dasani Water,$0.25,"5,750","$1,438",$187,04 April 2022
BevCo,1197831,05 April 2022,South,Tennessee,Coca-Cola,$0.15,"7,250","$1,088",$228,05 April 2022
BevCo,1197831,05 April 2022,South,Tennessee,Diet Coke,$0.25,"7,500","$1,875",$769,05 April 2022
BevCo,1197831,05 April 2022,South,Tennessee,Sprite,$0.20,"6,000","$1,200",$216,05 April 2022
BevCo,1197831,05 April 2022,South,Tennessee,Fanta,$0.30,"5,250","$1,575",$126,05 April 2022
BevCo,1197831,05 April 2022,South,Tennessee,Powerade,$0.45,"4,250","$1,913",$402,05 April 2022
BevCo,1197831,05 April 2022,South,Tennessee,Dasani Water,$0.40,"7,750","$3,100","$1,054",05 April 2022
BevCo,1197831,06 March 2022,South,Tennessee,Coca-Cola,$0.40,"7,750","$3,100",$372,06 March 2022
BevCo,1197831,06 March 2022,South,Tennessee,Diet Coke,$0.45,"7,750","$3,488",$453,06 March 2022
BevCo,1197831,06 March 2022,South,Tennessee,Sprite,$0.40,"6,500","$2,600",$442,06 March 2022
BevCo,1197831,06 March 2022,South,Tennessee,Fanta,$0.40,"6,000","$2,400",$504,06 March 2022
BevCo,1197831,06 March 2022,South,Tennessee,Powerade,$0.45,"5,000","$2,250",$315,06 March 2022
BevCo,1197831,06 March 2022,South,Tennessee,Dasani Water,$0.50,"8,750","$4,375",$219,06 March 2022
BevCo,1197831,07 May 2022,South,Tennessee,Coca-Cola,$0.40,"8,250","$3,300",$264,07 May 2022
BevCo,1197831,07 May 2022,South,Tennessee,Diet Coke,$0.45,"8,250","$3,713",$408,07 May 2022
BevCo,1197831,07 May 2022,South,Tennessee,Sprite,$0.40,"9,750","$3,900",$585,07 May 2022
BevCo,1197831,07 May 2022,South,Tennessee,Fanta,$0.40,"5,750","$2,300",$782,07 May 2022
BevCo,1197831,07 May 2022,South,Tennessee,Powerade,$0.45,"5,500","$2,475",$842,07 May 2022
BevCo,1197831,07 May 2022,South,Tennessee,Dasani Water,$0.55,"8,250","$4,538","$1,543",07 May 2022
BevCo,1197831,08 July 2022,South,Tennessee,Coca-Cola,$0.45,"7,750","$3,488","$1,709",08 July 2022
BevCo,1197831,08 July 2022,South,Tennessee,Diet Coke,$0.55,"7,750","$4,263",$597,08 July 2022
BevCo,1197831,08 July 2022,South,Tennessee,Sprite,$0.50,"9,500","$4,750",$665,08 July 2022
BevCo,1197831,08 July 2022,South,Tennessee,Fanta,$0.45,"4,750","$2,138",$321,08 July 2022
BevCo,1197831,08 July 2022,South,Tennessee,Powerade,$0.50,"4,750","$2,375",$570,08 July 2022
BevCo,1197831,08 July 2022,South,Tennessee,Dasani Water,$0.55,"7,250","$3,988",$758,08 July 2022
BevCo,1197831,09 April 2022,South,Tennessee,Coca-Cola,$0.50,"6,750","$3,375","$1,553",09 April 2022
BevCo,1197831,09 April 2022,South,Tennessee,Diet Coke,$0.50,"6,250","$3,125",$406,09 April 2022
BevCo,1197831,09 April 2022,South,Tennessee,Sprite,$0.55,"6,750","$3,713",$780,09 April 2022
BevCo,1197831,09 April 2022,South,Tennessee,Fanta,$0.55,"4,000","$2,200",$748,09 April 2022
BevCo,1197831,09 April 2022,South,Tennessee,Powerade,$0.50,"4,000","$2,000",$240,09 April 2022
BevCo,1197831,09 April 2022,South,Tennessee,Dasani Water,$0.45,"6,250","$2,813",$366,09 April 2022
BevCo,1197831,10 March 2022,South,Tennessee,Coca-Cola,$0.35,"5,750","$2,013",$342,10 March 2022
BevCo,1197831,10 March 2022,South,Tennessee,Diet Coke,$0.35,"5,750","$2,013",$423,10 March 2022
BevCo,1197831,10 March 2022,South,Tennessee,Sprite,$0.40,"5,250","$2,100",$294,10 March 2022
BevCo,1197831,10 March 2022,South,Tennessee,Fanta,$0.40,"3,750","$1,500",$75,10 March 2022
BevCo,1197831,10 March 2022,South,Tennessee,Powerade,$0.35,"3,500","$1,225",$98,10 March 2022
BevCo,1197831,10 March 2022,South,Tennessee,Dasani Water,$0.45,"5,250","$2,363",$260,10 March 2022
BevCo,1197831,11 April 2022,South,Tennessee,Coca-Cola,$0.30,"6,750","$2,025",$304,11 April 2022
BevCo,1197831,11 April 2022,South,Tennessee,Diet Coke,$0.30,"6,750","$2,025",$689,11 April 2022
BevCo,1197831,11 April 2022,South,Tennessee,Sprite,$0.55,"6,000","$3,300","$1,122",11 April 2022
BevCo,1197831,11 April 2022,South,Tennessee,Fanta,$0.55,"4,750","$2,613",$888,11 April 2022
BevCo,1197831,11 April 2022,South,Tennessee,Powerade,$0.55,"4,500","$2,475","$1,213",11 April 2022
BevCo,1197831,11 April 2022,South,Tennessee,Dasani Water,$0.65,"6,500","$4,225",$592,11 April 2022
BevCo,1197831,12 March 2022,South,Tennessee,Coca-Cola,$0.55,"8,000","$4,400",$616,12 March 2022
BevCo,1197831,12 March 2022,South,Tennessee,Diet Coke,$0.55,"8,000","$4,400",$660,12 March 2022
BevCo,1197831,12 March 2022,South,Tennessee,Sprite,$0.60,"7,000","$4,200","$1,008",12 March 2022
BevCo,1197831,12 March 2022,South,Tennessee,Fanta,$0.60,"5,500","$3,300",$627,12 March 2022
BevCo,1197831,12 March 2022,South,Tennessee,Powerade,$0.55,"5,000","$2,750","$1,265",12 March 2022
BevCo,1197831,12 March 2022,South,Tennessee,Dasani Water,$0.65,"7,500","$4,875",$634,12 March 2022
Sodapop,1185732,01 November 2022,Midwest,Nebraska,Coca-Cola,$0.35,"4,250","$1,488",$312,01 November 2022
Sodapop,1185732,01 November 2022,Midwest,Nebraska,Diet Coke,$0.35,"2,250",$788,$323,01 November 2022
Sodapop,1185732,01 November 2022,Midwest,Nebraska,Sprite,$0.25,"2,250",$563,$101,01 November 2022
Sodapop,1185732,01 November 2022,Midwest,Nebraska,Fanta,$0.30,750,$225,$18,01 November 2022
Sodapop,1185732,01 November 2022,Midwest,Nebraska,Powerade,$0.45,"1,250",$563,$214,01 November 2022
Sodapop,1185732,01 November 2022,Midwest,Nebraska,Dasani Water,$0.35,"2,250",$788,$165,01 November 2022
Sodapop,1185732,02 November 2022,Midwest,Nebraska,Coca-Cola,$0.35,"4,750","$1,663",$565,02 November 2022
Sodapop,1185732,02 November 2022,Midwest,Nebraska,Diet Coke,$0.35,"1,250",$438,$53,02 November 2022
Sodapop,1185732,02 November 2022,Midwest,Nebraska,Sprite,$0.25,"1,750",$438,$57,02 November 2022
Sodapop,1185732,02 November 2022,Midwest,Nebraska,Fanta,$0.30,500,$150,$26,02 November 2022
Sodapop,1185732,02 November 2022,Midwest,Nebraska,Powerade,$0.45,"1,250",$563,$118,02 November 2022
Sodapop,1185732,02 November 2022,Midwest,Nebraska,Dasani Water,$0.35,"2,000",$700,$98,02 November 2022
Sodapop,1185732,03 October 2022,Midwest,Nebraska,Coca-Cola,$0.40,"4,200","$1,680",$84,03 October 2022
Sodapop,1185732,03 October 2022,Midwest,Nebraska,Diet Coke,$0.40,"1,000",$400,$32,03 October 2022
Sodapop,1185732,03 October 2022,Midwest,Nebraska,Sprite,$0.30,"1,500",$450,$50,03 October 2022
Sodapop,1185732,03 October 2022,Midwest,Nebraska,Fanta,$0.35,0,$0,$0,03 October 2022
Sodapop,1185732,03 October 2022,Midwest,Nebraska,Powerade,$0.50,500,$250,$85,03 October 2022
Sodapop,1185732,03 October 2022,Midwest,Nebraska,Dasani Water,$0.40,"1,500",$600,$204,03 October 2022
Sodapop,1185732,04 November 2022,Midwest,Nebraska,Coca-Cola,$0.40,"3,750","$1,500",$510,04 November 2022
Sodapop,1185732,04 November 2022,Midwest,Nebraska,Diet Coke,$0.35,750,$263,$129,04 November 2022
Sodapop,1185732,04 November 2022,Midwest,Nebraska,Sprite,$0.25,750,$188,$26,04 November 2022
Sodapop,1185732,04 November 2022,Midwest,Nebraska,Fanta,$0.30,0,$0,$0,04 November 2022
Sodapop,1185732,04 November 2022,Midwest,Nebraska,Powerade,$0.45,250,$113,$17,04 November 2022
Sodapop,1185732,04 November 2022,Midwest,Nebraska,Dasani Water,$0.35,"1,500",$525,$126,04 November 2022
Sodapop,1185732,05 December 2022,Midwest,Nebraska,Coca-Cola,$0.45,"4,200","$1,890",$359,05 December 2022
Sodapop,1185732,05 December 2022,Midwest,Nebraska,Diet Coke,$0.40,"1,250",$500,$230,05 December 2022
Sodapop,1185732,05 December 2022,Midwest,Nebraska,Sprite,$0.35,"1,000",$350,$46,05 December 2022
Sodapop,1185732,05 December 2022,Midwest,Nebraska,Fanta,$0.35,250,$88,$18,05 December 2022
Sodapop,1185732,05 December 2022,Midwest,Nebraska,Powerade,$0.50,500,$250,$103,05 December 2022
Sodapop,1185732,05 December 2022,Midwest,Nebraska,Dasani Water,$0.55,"1,500",$825,$149,05 December 2022
Sodapop,1185732,06 November 2022,Midwest,Nebraska,Coca-Cola,$0.40,"4,000","$1,600",$128,06 November 2022
Sodapop,1185732,06 November 2022,Midwest,Nebraska,Diet Coke,$0.35,"1,500",$525,$110,06 November 2022
Sodapop,1185732,06 November 2022,Midwest,Nebraska,Sprite,$0.30,"1,750",$525,$179,06 November 2022
Sodapop,1185732,06 November 2022,Midwest,Nebraska,Fanta,$0.30,"1,500",$450,$54,06 November 2022
Sodapop,1185732,06 November 2022,Midwest,Nebraska,Powerade,$0.45,"1,500",$675,$88,06 November 2022
Sodapop,1185732,06 November 2022,Midwest,Nebraska,Dasani Water,$0.50,"3,250","$1,625",$276,06 November 2022
Sodapop,1185732,07 October 2022,Midwest,Nebraska,Coca-Cola,$0.45,"5,500","$2,475",$520,07 October 2022
Sodapop,1185732,07 October 2022,Midwest,Nebraska,Diet Coke,$0.40,"3,000","$1,200",$168,07 October 2022
Sodapop,1185732,07 October 2022,Midwest,Nebraska,Sprite,$0.35,"2,250",$788,$39,07 October 2022
Sodapop,1185732,07 October 2022,Midwest,Nebraska,Fanta,$0.35,"1,750",$613,$49,07 October 2022
Sodapop,1185732,07 October 2022,Midwest,Nebraska,Powerade,$0.45,"1,750",$788,$87,07 October 2022
Sodapop,1185732,07 October 2022,Midwest,Nebraska,Dasani Water,$0.50,"3,500","$1,750",$263,07 October 2022
Sodapop,1185732,08 November 2022,Midwest,Nebraska,Coca-Cola,$0.45,"5,000","$2,250",$765,08 November 2022
Sodapop,1185732,08 November 2022,Midwest,Nebraska,Diet Coke,$0.45,"2,750","$1,238",$421,08 November 2022
Sodapop,1185732,08 November 2022,Midwest,Nebraska,Sprite,$0.40,"2,000",$800,$272,08 November 2022
Sodapop,1185732,08 November 2022,Midwest,Nebraska,Fanta,$0.30,"1,250",$375,$184,08 November 2022
Sodapop,1185732,08 November 2022,Midwest,Nebraska,Powerade,$0.40,"1,000",$400,$56,08 November 2022
Sodapop,1185732,08 November 2022,Midwest,Nebraska,Dasani Water,$0.45,"2,750","$1,238",$173,08 November 2022
Sodapop,1185732,09 December 2022,Midwest,Nebraska,Coca-Cola,$0.40,"4,000","$1,600",$240,09 December 2022
Sodapop,1185732,09 December 2022,Midwest,Nebraska,Diet Coke,$0.35,"2,000",$700,$168,09 December 2022
Sodapop,1185732,09 December 2022,Midwest,Nebraska,Sprite,$0.20,"1,000",$200,$38,09 December 2022
Sodapop,1185732,09 December 2022,Midwest,Nebraska,Fanta,$0.20,750,$150,$69,09 December 2022
Sodapop,1185732,09 December 2022,Midwest,Nebraska,Powerade,$0.30,750,$225,$29,09 December 2022
Sodapop,1185732,09 December 2022,Midwest,Nebraska,Dasani Water,$0.35,"1,500",$525,$110,09 December 2022
Sodapop,1185732,10 November 2022,Midwest,Nebraska,Coca-Cola,$0.40,"3,250","$1,300",$533,10 November 2022
Sodapop,1185732,10 November 2022,Midwest,Nebraska,Diet Coke,$0.30,"1,500",$450,$81,10 November 2022
Sodapop,1185732,10 November 2022,Midwest,Nebraska,Sprite,$0.30,500,$150,$12,10 November 2022
Sodapop,1185732,10 November 2022,Midwest,Nebraska,Fanta,$0.30,250,$75,$16,10 November 2022
Sodapop,1185732,10 November 2022,Midwest,Nebraska,Powerade,$0.40,250,$100,$34,10 November 2022
Sodapop,1185732,10 November 2022,Midwest,Nebraska,Dasani Water,$0.45,"1,500",$675,$81,10 November 2022
Sodapop,1185732,11 November 2022,Midwest,Nebraska,Coca-Cola,$0.40,"3,000","$1,200",$156,11 November 2022
Sodapop,1185732,11 November 2022,Midwest,Nebraska,Diet Coke,$0.30,"1,500",$450,$77,11 November 2022
Sodapop,1185732,11 November 2022,Midwest,Nebraska,Sprite,$0.30,950,$285,$60,11 November 2022
Sodapop,1185732,11 November 2022,Midwest,Nebraska,Fanta,$0.30,"1,250",$375,$53,11 November 2022
Sodapop,1185732,11 November 2022,Midwest,Nebraska,Powerade,$0.50,"1,000",$500,$25,11 November 2022
Sodapop,1185732,11 November 2022,Midwest,Nebraska,Dasani Water,$0.55,"2,000","$1,100",$88,11 November 2022
Sodapop,1185732,12 October 2022,Midwest,Nebraska,Coca-Cola,$0.50,"4,500","$2,250",$248,12 October 2022
Sodapop,1185732,12 October 2022,Midwest,Nebraska,Diet Coke,$0.40,"2,500","$1,000",$150,12 October 2022
Sodapop,1185732,12 October 2022,Midwest,Nebraska,Sprite,$0.40,"2,000",$800,$272,12 October 2022
Sodapop,1185732,12 October 2022,Midwest,Nebraska,Fanta,$0.40,"1,500",$600,$204,12 October 2022
Sodapop,1185732,12 October 2022,Midwest,Nebraska,Powerade,$0.50,"1,500",$750,$255,12 October 2022
Sodapop,1185732,12 October 2022,Midwest,Nebraska,Dasani Water,$0.55,"2,500","$1,375",$674,12 October 2022
BevCo,1197831,01 February 2022,South,Alabama,Coca-Cola,$0.20,"6,750","$1,350",$189,01 February 2022
BevCo,1197831,01 February 2022,South,Alabama,Diet Coke,$0.30,"6,750","$2,025",$284,01 February 2022
BevCo,1197831,01 February 2022,South,Alabama,Sprite,$0.30,"4,750","$1,425",$214,01 February 2022
BevCo,1197831,01 February 2022,South,Alabama,Fanta,$0.35,"4,750","$1,663",$399,01 February 2022
BevCo,1197831,01 February 2022,South,Alabama,Powerade,$0.40,"3,250","$1,300",$247,01 February 2022
BevCo,1197831,01 February 2022,South,Alabama,Dasani Water,$0.35,"4,750","$1,663",$765,01 February 2022
BevCo,1197831,02 January 2022,South,Alabama,Coca-Cola,$0.25,"6,250","$1,563",$203,02 January 2022
BevCo,1197831,02 January 2022,South,Alabama,Diet Coke,$0.35,"6,000","$2,100",$441,02 January 2022
BevCo,1197831,02 January 2022,South,Alabama,Sprite,$0.35,"4,250","$1,488",$610,02 January 2022
BevCo,1197831,02 January 2022,South,Alabama,Fanta,$0.35,"3,750","$1,313",$236,02 January 2022
BevCo,1197831,02 January 2022,South,Alabama,Powerade,$0.40,"2,500","$1,000",$80,02 January 2022
BevCo,1197831,02 January 2022,South,Alabama,Dasani Water,$0.35,"4,500","$1,575",$331,02 January 2022
BevCo,1197831,03 March 2022,South,Alabama,Coca-Cola,$0.30,"6,250","$1,875",$638,03 March 2022
BevCo,1197831,03 March 2022,South,Alabama,Diet Coke,$0.40,"6,250","$2,500",$300,03 March 2022
BevCo,1197831,03 March 2022,South,Alabama,Sprite,$0.30,"4,500","$1,350",$176,03 March 2022
BevCo,1197831,03 March 2022,South,Alabama,Fanta,$0.35,"3,500","$1,225",$208,03 March 2022
BevCo,1197831,03 March 2022,South,Alabama,Powerade,$0.40,"2,500","$1,000",$210,03 March 2022
BevCo,1197831,03 March 2022,South,Alabama,Dasani Water,$0.35,"4,000","$1,400",$196,03 March 2022
BevCo,1197831,04 February 2022,South,Alabama,Coca-Cola,$0.20,"6,500","$1,300",$65,04 February 2022
BevCo,1197831,04 February 2022,South,Alabama,Diet Coke,$0.20,"6,500","$1,300",$104,04 February 2022
BevCo,1197831,04 February 2022,South,Alabama,Sprite,$0.15,"4,750",$713,$78,04 February 2022
BevCo,1197831,04 February 2022,South,Alabama,Fanta,$0.20,"3,750",$750,$113,04 February 2022
BevCo,1197831,04 February 2022,South,Alabama,Powerade,$0.25,"2,750",$688,$234,04 February 2022
BevCo,1197831,04 February 2022,South,Alabama,Dasani Water,$0.20,"5,500","$1,100",$374,04 February 2022
BevCo,1197831,05 February 2022,South,Alabama,Coca-Cola,$0.10,"7,000",$700,$238,05 February 2022
BevCo,1197831,05 February 2022,South,Alabama,Diet Coke,$0.20,"7,250","$1,450",$711,05 February 2022
BevCo,1197831,05 February 2022,South,Alabama,Sprite,$0.15,"5,750",$863,$121,05 February 2022
BevCo,1197831,05 February 2022,South,Alabama,Fanta,$0.35,"5,000","$1,750",$245,05 February 2022
BevCo,1197831,05 February 2022,South,Alabama,Powerade,$0.50,"4,000","$2,000",$300,05 February 2022
BevCo,1197831,05 February 2022,South,Alabama,Dasani Water,$0.45,"7,500","$3,375",$810,05 February 2022
BevCo,1197831,06 January 2022,South,Alabama,Coca-Cola,$0.45,"7,500","$3,375",$641,06 January 2022
BevCo,1197831,06 January 2022,South,Alabama,Diet Coke,$0.50,"7,500","$3,750","$1,725",06 January 2022
BevCo,1197831,06 January 2022,South,Alabama,Sprite,$0.45,"6,500","$2,925",$380,06 January 2022
BevCo,1197831,06 January 2022,South,Alabama,Fanta,$0.45,"6,000","$2,700",$567,06 January 2022
BevCo,1197831,06 January 2022,South,Alabama,Powerade,$0.50,"5,000","$2,500","$1,025",06 January 2022
BevCo,1197831,06 January 2022,South,Alabama,Dasani Water,$0.55,"8,750","$4,813",$866,06 January 2022
BevCo,1197831,07 March 2022,South,Alabama,Coca-Cola,$0.45,"8,250","$3,713",$297,07 March 2022
BevCo,1197831,07 March 2022,South,Alabama,Diet Coke,$0.50,"8,250","$4,125",$866,07 March 2022
BevCo,1197831,07 March 2022,South,Alabama,Sprite,$0.45,"9,750","$4,388","$1,492",07 March 2022
BevCo,1197831,07 March 2022,South,Alabama,Fanta,$0.45,"5,750","$2,588",$311,07 March 2022
BevCo,1197831,07 March 2022,South,Alabama,Powerade,$0.50,"5,250","$2,625",$341,07 March 2022
BevCo,1197831,07 March 2022,South,Alabama,Dasani Water,$0.60,"8,000","$4,800",$816,07 March 2022
BevCo,1197831,08 May 2022,South,Alabama,Coca-Cola,$0.40,"7,500","$3,000",$630,08 May 2022
BevCo,1197831,08 May 2022,South,Alabama,Diet Coke,$0.55,"7,500","$4,125",$578,08 May 2022
BevCo,1197831,08 May 2022,South,Alabama,Sprite,$0.55,"9,250","$5,088",$254,08 May 2022
BevCo,1197831,08 May 2022,South,Alabama,Fanta,$0.50,"4,250","$2,125",$170,08 May 2022
BevCo,1197831,08 May 2022,South,Alabama,Powerade,$0.55,"4,250","$2,338",$257,08 May 2022
BevCo,1197831,08 May 2022,South,Alabama,Dasani Water,$0.60,"6,750","$4,050",$851,08 May 2022
BevCo,1197831,09 February 2022,South,Alabama,Coca-Cola,$0.55,"6,250","$3,438","$1,169",09 February 2022
BevCo,1197831,09 February 2022,South,Alabama,Diet Coke,$0.55,"5,750","$3,163",$380,09 February 2022
BevCo,1197831,09 February 2022,South,Alabama,Sprite,$0.60,"6,250","$3,750",$488,09 February 2022
BevCo,1197831,09 February 2022,South,Alabama,Fanta,$0.60,"3,500","$2,100",$357,09 February 2022
BevCo,1197831,09 February 2022,South,Alabama,Powerade,$0.45,"3,500","$1,575",$331,09 February 2022
BevCo,1197831,09 February 2022,South,Alabama,Dasani Water,$0.40,"5,750","$2,300",$322,09 February 2022
BevCo,1197831,10 January 2022,South,Alabama,Coca-Cola,$0.30,"5,250","$1,575",$79,10 January 2022
BevCo,1197831,10 January 2022,South,Alabama,Diet Coke,$0.30,"5,250","$1,575",$126,10 January 2022
BevCo,1197831,10 January 2022,South,Alabama,Sprite,$0.35,"4,750","$1,663",$183,10 January 2022
BevCo,1197831,10 January 2022,South,Alabama,Fanta,$0.35,"3,250","$1,138",$171,10 January 2022
BevCo,1197831,10 January 2022,South,Alabama,Powerade,$0.30,"3,000",$900,$306,10 January 2022
BevCo,1197831,10 January 2022,South,Alabama,Dasani Water,$0.40,"4,750","$1,900",$646,10 January 2022
BevCo,1197831,11 February 2022,South,Alabama,Coca-Cola,$0.20,"6,250","$1,250",$425,11 February 2022
BevCo,1197831,11 February 2022,South,Alabama,Diet Coke,$0.20,"6,250","$1,250",$613,11 February 2022
BevCo,1197831,11 February 2022,South,Alabama,Sprite,$0.45,"5,750","$2,588",$362,11 February 2022
BevCo,1197831,11 February 2022,South,Alabama,Fanta,$0.45,"4,500","$2,025",$284,11 February 2022
BevCo,1197831,11 February 2022,South,Alabama,Powerade,$0.50,"4,250","$2,125",$319,11 February 2022
BevCo,1197831,11 February 2022,South,Alabama,Dasani Water,$0.60,"6,250","$3,750",$900,11 February 2022
BevCo,1197831,12 January 2022,South,Alabama,Coca-Cola,$0.60,"7,750","$4,650",$884,12 January 2022
BevCo,1197831,12 January 2022,South,Alabama,Diet Coke,$0.60,"7,750","$4,650","$2,139",12 January 2022
BevCo,1197831,12 January 2022,South,Alabama,Sprite,$0.65,"7,000","$4,550",$592,12 January 2022
BevCo,1197831,12 January 2022,South,Alabama,Fanta,$0.65,"5,500","$3,575",$751,12 January 2022
BevCo,1197831,12 January 2022,South,Alabama,Powerade,$0.60,"5,000","$3,000","$1,230",12 January 2022
BevCo,1197831,12 January 2022,South,Alabama,Dasani Water,$0.70,"7,500","$5,250",$945,12 January 2022
Sodapop,1185732,21/1/2022,Northeast,Maine,Coca-Cola,$0.40,"4,500","$1,800",$144,21/1/2022
Sodapop,1185732,21/1/2022,Northeast,Maine,Diet Coke,$0.40,"2,500","$1,000",$210,21/1/2022
Sodapop,1185732,21/1/2022,Northeast,Maine,Sprite,$0.30,"2,500",$750,$255,21/1/2022
Sodapop,1185732,21/1/2022,Northeast,Maine,Fanta,$0.35,"1,000",$350,$42,21/1/2022
Sodapop,1185732,21/1/2022,Northeast,Maine,Powerade,$0.50,"1,500",$750,$98,21/1/2022
Sodapop,1185732,21/1/2022,Northeast,Maine,Dasani Water,$0.40,"2,500","$1,000",$170,21/1/2022
Sodapop,1185732,19/2/2022,Northeast,Maine,Coca-Cola,$0.40,"5,000","$2,000",$420,19/2/2022
Sodapop,1185732,19/2/2022,Northeast,Maine,Diet Coke,$0.40,"1,500",$600,$84,19/2/2022
Sodapop,1185732,19/2/2022,Northeast,Maine,Sprite,$0.30,"2,000",$600,$30,19/2/2022
Sodapop,1185732,19/2/2022,Northeast,Maine,Fanta,$0.35,750,$263,$21,19/2/2022
Sodapop,1185732,19/2/2022,Northeast,Maine,Powerade,$0.50,"1,500",$750,$83,19/2/2022
Sodapop,1185732,19/2/2022,Northeast,Maine,Dasani Water,$0.40,"2,500","$1,000",$150,19/2/2022
Sodapop,1185732,17/3/2022,Northeast,Maine,Coca-Cola,$0.40,"4,700","$1,880",$639,17/3/2022
Sodapop,1185732,17/3/2022,Northeast,Maine,Diet Coke,$0.40,"1,750",$700,$238,17/3/2022
Sodapop,1185732,17/3/2022,Northeast,Maine,Sprite,$0.30,"2,000",$600,$204,17/3/2022
Sodapop,1185732,17/3/2022,Northeast,Maine,Fanta,$0.35,500,$175,$86,17/3/2022
Sodapop,1185732,17/3/2022,Northeast,Maine,Powerade,$0.50,"1,000",$500,$70,17/3/2022
Sodapop,1185732,17/3/2022,Northeast,Maine,Dasani Water,$0.40,"2,000",$800,$112,17/3/2022
Sodapop,1185732,18/4/2022,Northeast,Maine,Coca-Cola,$0.40,"4,500","$1,800",$270,18/4/2022
Sodapop,1185732,18/4/2022,Northeast,Maine,Diet Coke,$0.40,"1,500",$600,$144,18/4/2022
Sodapop,1185732,18/4/2022,Northeast,Maine,Sprite,$0.30,"1,500",$450,$86,18/4/2022
Sodapop,1185732,18/4/2022,Northeast,Maine,Fanta,$0.35,750,$263,$121,18/4/2022
Sodapop,1185732,18/4/2022,Northeast,Maine,Powerade,$0.50,750,$375,$49,18/4/2022
Sodapop,1185732,18/4/2022,Northeast,Maine,Dasani Water,$0.40,"2,250",$900,$189,18/4/2022
Sodapop,1185732,17/5/2022,Northeast,Maine,Coca-Cola,$0.55,"4,950","$2,723","$1,116",17/5/2022
Sodapop,1185732,17/5/2022,Northeast,Maine,Diet Coke,$0.50,"2,000","$1,000",$180,17/5/2022
Sodapop,1185732,17/5/2022,Northeast,Maine,Sprite,$0.45,"1,750",$788,$63,17/5/2022
Sodapop,1185732,17/5/2022,Northeast,Maine,Fanta,$0.45,"1,250",$563,$214,17/5/2022
Sodapop,1185732,17/5/2022,Northeast,Maine,Powerade,$0.55,"1,500",$825,$173,17/5/2022
Sodapop,1185732,17/5/2022,Northeast,Maine,Dasani Water,$0.60,"2,750","$1,650",$561,17/5/2022
Sodapop,1185732,19/6/2022,Northeast,Maine,Coca-Cola,$0.55,"5,250","$2,888",$347,19/6/2022
Sodapop,1185732,19/6/2022,Northeast,Maine,Diet Coke,$0.50,"2,750","$1,375",$179,19/6/2022
Sodapop,1185732,19/6/2022,Northeast,Maine,Sprite,$0.45,"2,000",$900,$153,19/6/2022
Sodapop,1185732,19/6/2022,Northeast,Maine,Fanta,$0.45,"1,750",$788,$165,19/6/2022
Sodapop,1185732,19/6/2022,Northeast,Maine,Powerade,$0.55,"1,750",$963,$135,19/6/2022
Sodapop,1185732,19/6/2022,Northeast,Maine,Dasani Water,$0.60,"3,250","$1,950",$98,19/6/2022
Sodapop,1185732,17/7/2022,Northeast,Maine,Coca-Cola,$0.55,"5,500","$3,025",$242,17/7/2022
Sodapop,1185732,17/7/2022,Northeast,Maine,Diet Coke,$0.50,"3,000","$1,500",$165,17/7/2022
Sodapop,1185732,17/7/2022,Northeast,Maine,Sprite,$0.45,"2,250","$1,013",$152,17/7/2022
Sodapop,1185732,17/7/2022,Northeast,Maine,Fanta,$0.45,"1,750",$788,$268,17/7/2022
Sodapop,1185732,17/7/2022,Northeast,Maine,Powerade,$0.55,"2,000","$1,100",$231,17/7/2022
Sodapop,1185732,17/7/2022,Northeast,Maine,Dasani Water,$0.60,"3,750","$2,250",$765,17/7/2022
Sodapop,1185732,18/8/2022,Northeast,Maine,Coca-Cola,$0.55,"5,250","$2,888",$347,18/8/2022
Sodapop,1185732,18/8/2022,Northeast,Maine,Diet Coke,$0.50,"3,000","$1,500",$195,18/8/2022
Sodapop,1185732,18/8/2022,Northeast,Maine,Sprite,$0.45,"2,250","$1,013",$172,18/8/2022
Sodapop,1185732,18/8/2022,Northeast,Maine,Fanta,$0.45,"1,750",$788,$165,18/8/2022
Sodapop,1185732,18/8/2022,Northeast,Maine,Powerade,$0.55,"1,500",$825,$116,18/8/2022
Sodapop,1185732,18/8/2022,Northeast,Maine,Dasani Water,$0.60,"3,250","$1,950",$98,18/8/2022
